customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,IntrntSrvc_DSL,IntrntSrvc_FiberOptic,IntrntSrvc_No,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Monthly,Contract_OneYear,Contract_TwoYear,PaperlessBilling,PayMthd_BankTransfer,PayMthd_CreditCard,PayMthd_ElectronicCheck,PayMthd_MailedCheck,MonthlyCharges,TotalCharges,Churn
8734-FNWVH,1,0,1,1,31,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,59.7,1826.0,0
9447-YPTBX,0,0,1,0,50,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,19.84,943.0,0
0133-BMFZO,0,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,86.25,181.6,1
6128-CZOMY,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,45.66,45.66,1
9540-JYROE,1,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,70.1,551.5,1
9026-LHEVG,0,0,0,0,9,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,40.75,359.5,0
2260-USTRB,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,70.2,115.94,1
3656-TKRVZ,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,55.34,165.2,1
7011-CVEUC,1,0,1,0,25,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,95.7,2338.0,0
6185-TASNN,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,46.3,46.3,0
7925-PNRGI,0,0,1,1,45,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,81.3,3542.0,0
8623-TMRBY,1,1,1,1,51,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,84.2,4148.0,1
1552-CZCLL,0,0,1,1,55,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.0,1087.0,0
3038-PQIUY,0,0,0,0,38,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,66.1,2522.0,0
1501-SGHBW,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45.84,81.0,1
9313-CDOGY,1,0,1,1,38,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19.6,717.5,0
8148-BPLZQ,1,0,0,0,34,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,49.8,1734.0,0
2623-DRYAM,0,0,1,0,70,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,101.75,7068.0,0
9987-LUTYD,0,0,0,0,13,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,55.16,743.0,0
3208-YPIOE,1,0,0,0,39,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,75.25,3018.0,1
4488-KQFDT,0,0,0,0,61,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,103.94,6424.0,0
2612-RANWT,0,0,0,0,12,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,100.1,1164.0,1
5693-PIPCS,1,0,0,0,41,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,99.6,4220.0,0
0491-KAPQG,1,0,0,0,21,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,73.7,1559.0,0
1925-LFCZZ,1,1,0,0,55,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,50.06,2744.0,0
8039-EQPIM,1,0,1,0,69,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,60.25,4056.0,0
6900-PXRMS,1,1,1,1,26,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,105.75,2710.0,1
8707-RMEZH,0,1,1,0,69,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,87.3,6056.0,0
3346-BRMIS,0,1,1,0,18,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,48.34,810.5,1
3209-ZPKFI,1,0,1,1,47,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,54.25,2538.0,0
6479-VDGRK,0,0,1,1,72,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,85.3,6130.0,0
9373-WSLOY,1,1,1,0,33,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,50.0,1751.0,0
2933-FILNV,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.4,36.56,1
3569-JFODW,0,0,1,1,72,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,90.94,6652.0,0
9819-FBNSV,1,1,1,0,37,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,72.25,2576.0,0
9544-PYPSJ,0,1,1,1,62,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,96.1,6020.0,0
1591-XWLGB,0,0,1,0,71,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.84,1380.0,0
0396-UKGAI,1,0,0,1,23,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,55.3,1284.0,0
3243-ZHOHY,0,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.1,296.2,0
5186-EJEGL,1,0,0,0,9,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,69.5,653.0,0
7527-QNRUS,1,0,1,1,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,25.16,412.5,0
9986-BONCE,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.95,85.5,1
2722-JMONI,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,49.56,49.56,1
2203-GHNWN,0,0,1,0,24,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,79.6,1929.0,0
3878-AVSOQ,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.25,71.25,0
3258-SYSWS,1,1,0,0,72,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,113.8,7844.0,0
5296-PSYVW,0,0,1,0,72,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24.55,1751.0,0
6319-QSUSR,0,0,0,1,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.7,216.2,0
4083-EUGRJ,1,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.25,178.5,1
7579-OOPEC,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,50.16,115.1,1
0512-FLFDW,0,1,1,0,60,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,100.5,6028.0,0
1771-OADNZ,1,1,1,0,29,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,95.9,2746.0,1
0487-CRLZF,0,0,0,0,49,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,74.44,3722.0,0
2107-FBPTK,0,1,0,0,30,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,104.1,3122.0,0
9451-WLYRI,0,0,1,0,53,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.05,990.5,0
8219-VYBVI,1,0,0,1,39,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25.0,1004.5,0
1991-VOPLL,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.05,157.6,0
9738-QLWTP,1,0,0,0,39,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,81.9,3220.0,0
1016-DJTSV,1,1,0,0,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,69.7,573.0,0
9419-IPPBE,0,0,1,1,51,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,90.1,4556.0,0
0174-QRVVY,1,0,1,1,71,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25.34,1848.0,0
5699-BNCAS,1,1,0,0,71,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,24.66,1767.0,0
2900-PHPLN,0,1,1,0,70,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,19.55,1462.0,0
0612-RTZZA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.25,25.25,1
8106-GWQOK,1,0,1,0,38,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,60.0,2194.0,0
8751-EDEKA,0,0,1,0,28,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,89.9,2434.0,0
6878-GGDWG,0,0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.4,641.0,0
4039-PIMHX,1,1,1,0,49,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,49.8,2398.0,0
8450-LUGUK,0,0,1,1,37,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,24.1,862.0,0
3604-WLABM,0,0,0,0,10,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,54.25,583.0,0
0795-GMVQO,1,0,1,0,67,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,109.9,7332.0,0
2259-OUUSZ,1,0,0,0,7,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,35.5,249.5,0
1142-IHLOO,0,0,0,0,51,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,87.56,4476.0,0
6410-LEFEN,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.16,416.5,1
4633-MKHYU,0,0,0,0,9,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,88.4,788.5,0
6257-RJOHI,1,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,50.8,202.2,0
1545-JFUML,1,0,1,0,71,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,99.0,6996.0,0
3194-ORPIK,0,0,1,1,50,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,84.4,4116.0,1
7826-VVKWT,0,1,1,1,24,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,96.56,2264.0,0
1353-GHZOS,1,0,1,0,22,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,59.75,1374.0,0
2587-EKXTS,1,0,0,0,44,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,111.5,4916.0,0
5442-BXVND,0,0,1,1,33,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.25,838.5,0
8816-VXNZD,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,75.1,75.1,1
9378-FXTIZ,0,0,1,0,54,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,70.1,3716.0,1
1723-HKXJQ,1,0,0,0,42,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,101.75,4270.0,1
7825-GKXMW,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.8,45.8,1
9753-OYLBX,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.5,20.5,0
2364-UFROM,1,0,0,0,30,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,70.4,2045.0,0
6656-JWRQX,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,30.55,30.55,0
6473-ULUHT,1,0,1,1,16,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,84.9,1398.0,0
1240-KNSEZ,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,20.1,20.1,1
0836-SEYLU,1,0,1,0,9,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,40.66,329.0,1
4433-JCGCG,1,1,1,0,46,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,101.0,4680.0,1
3716-BDVDB,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,69.1,69.1,1
7688-AWMDX,1,0,1,0,71,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,54.5,3778.0,0
2842-BCQGE,1,0,0,0,43,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,75.4,3162.0,0
7244-QWYHG,1,0,1,0,50,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,44.44,2188.0,0
5899-MQZZL,0,0,0,0,13,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,75.0,999.5,1
6849-OYAMU,1,0,1,1,19,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,100.0,1889.0,1
5312-UXESG,0,0,0,0,41,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,98.06,3990.0,0
9488-HGMJH,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.1,71.1,1
6038-GCYEC,0,0,0,0,24,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,54.16,1240.0,1
2150-WLKUW,0,0,1,0,40,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,63.9,2636.0,0
7159-FVYPK,0,0,1,1,3,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,69.1,235.0,0
7032-LMBHI,0,0,0,0,37,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,64.6,2348.0,0
1150-WFARN,0,0,1,1,67,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,108.75,7156.0,1
6088-BXMRG,0,0,1,1,32,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,98.9,3090.0,0
3144-AUDBS,0,0,1,0,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,49.16,270.8,1
4821-SJHJV,0,0,1,1,32,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,89.6,2902.0,0
7346-MEDWM,0,0,0,0,59,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,83.25,4948.0,0
1137-DGOWI,0,0,1,0,30,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,70.25,2198.0,0
5616-PRTNT,1,0,0,1,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19.4,374.5,1
3812-LRZIR,0,0,1,1,27,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24.5,762.0,0
4818-QIUFN,0,1,0,0,20,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,79.1,1521.0,1
9483-GCPWE,1,0,0,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.1,190.2,0
4227-OJHAL,0,0,1,1,68,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,73.0,5164.0,0
9220-CXRSC,0,0,1,1,69,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,61.4,4060.0,0
4993-JCRGJ,1,0,0,0,26,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,84.3,2282.0,0
9537-JALFH,1,0,1,1,69,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.9,1357.0,0
6698-OXETB,1,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.4,231.5,0
2103-ZRXFN,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50.75,50.75,0
3724-BSCVH,1,0,1,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.45,242.4,0
4877-TSOFF,0,0,1,1,55,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,75.75,4264.0,0
9209-NWPGU,1,0,0,0,44,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,65.4,2774.0,0
6961-VCPMC,1,1,1,0,46,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,80.4,3606.0,1
7306-YDSOI,1,0,1,1,69,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,59.75,4070.0,0
5288-AHOUP,1,1,0,0,11,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,78.5,874.0,0
6688-UZPWD,0,0,1,0,11,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,102.0,1145.0,1
0655-YDGFJ,1,0,0,0,29,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,48.94,1324.0,0
8468-EHYJA,0,0,1,0,57,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,99.6,5496.0,0
6823-SIDFQ,1,0,0,0,28,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.25,534.5,0
1097-FSPVW,0,0,0,0,42,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,54.56,2456.0,0
2839-RFSQE,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.66,38.7,1
8328-SKJNO,1,0,0,1,23,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,40.66,947.5,0
7010-ZMVBF,0,0,1,1,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.45,357.0,0
5201-CBWYG,1,0,1,1,62,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24.8,1476.0,0
0968-GSIKN,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,70.8,70.8,1
1965-DDBWU,1,0,0,0,16,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,89.06,1449.0,1
9057-SIHCH,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,96.6,292.0,1
6352-GIGGQ,1,0,0,0,67,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,88.8,5904.0,0
3635-QQRQD,1,0,0,0,62,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,20.05,1202.0,0
6771-XWBDM,0,0,1,0,57,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,104.5,5920.0,1
2897-DOVND,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,69.8,146.6,0
3082-YVEKW,0,0,1,1,23,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,77.1,1759.0,0
0191-EQUUH,0,0,0,1,25,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,35.06,844.5,0
7134-HBPBS,0,1,0,0,72,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,108.1,7776.0,0
3489-HHPFY,0,0,1,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,84.06,134.0,0
2926-JEJJC,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,20.2,141.0,0
8601-QACRS,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,50.6,250.0,1
4950-BDEUX,1,0,0,0,35,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,49.2,1702.0,0
5789-LDFXO,1,0,0,0,24,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24.6,592.5,0
0508-OOLTO,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.6,135.8,0
2984-TBYKU,1,0,1,1,72,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,104.9,7732.0,0
9822-WMWVG,0,0,0,0,41,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,106.5,4284.0,0
2391-SOORI,1,0,0,1,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,49.34,219.6,1
9040-KZVWO,1,0,0,0,26,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,75.5,2018.0,0
2645-QTLMB,1,0,0,0,7,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,94.25,669.0,1
4806-HIPDW,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,68.94,68.94,1
1548-ARAGG,0,0,1,1,4,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,58.5,224.9,0
6339-RZCBJ,1,0,0,0,48,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,78.9,3772.0,0
4424-TKOPW,1,1,0,0,2,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,93.9,196.8,1
4415-WNGVR,0,1,1,0,12,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,79.2,944.0,0
2522-AHJXR,1,0,1,0,60,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,109.44,6572.0,0
0412-UCCNP,1,0,0,0,55,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,59.2,3176.0,0
1816-FLZDK,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29.16,29.16,0
7096-UCLNH,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.05,20.05,0
8443-ZRDBZ,1,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,76.06,319.0,1
9136-ALYBR,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.45,24.45,1
4615-PIVVU,0,0,0,0,42,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,66.5,2762.0,0
8885-QSQBX,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,49.56,49.56,0
7479-NITWS,1,0,0,0,7,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,89.4,632.0,1
8617-ENBDS,1,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,73.6,232.5,0
9385-NXKDA,0,0,1,0,72,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,82.6,5920.0,0
0430-IHCDJ,1,0,0,0,15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,49.0,749.0,0
2959-MJHIC,1,0,1,0,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,80.4,307.5,1
6674-KVJHG,0,0,0,0,11,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.2,245.1,0
1814-DKOLC,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.45,134.8,0
4201-JMNGR,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,55.8,55.8,1
9351-HXDMR,1,0,1,0,72,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,110.9,8240.0,0
3537-HPKQT,0,0,1,0,55,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,77.75,4268.0,0
2129-ALKBS,0,0,1,1,40,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,26.2,1078.0,0
5821-MMEIL,0,0,1,0,57,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.9,1116.0,0
5960-WPXQM,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,79.06,79.06,1
0684-AOSIH,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,95.0,95.0,1
8260-NGFNY,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.2,25.2,1
1309-XGFSN,1,1,1,1,52,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,80.9,4080.0,0
1866-RZZQS,1,1,0,0,41,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,98.4,4188.0,1
6968-URWQU,1,0,1,0,43,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,56.34,2392.0,0
4742-TXUEX,0,0,1,1,47,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.3,890.5,0
9631-XEYKE,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50.4,137.2,0
8631-NBHFZ,1,1,1,1,66,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,79.4,5156.0,1
1335-MXCSE,1,0,1,1,55,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,55.25,3120.0,0
8873-TMKGR,1,0,0,0,29,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19.1,529.5,0
8800-JOOCF,0,0,0,1,12,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,84.06,966.5,0
1469-LBJQJ,0,0,1,0,66,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,105.2,6936.0,0
4958-XCBDQ,1,1,0,0,35,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,101.4,3496.0,1
8337-UPOAQ,1,1,1,0,10,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,89.8,914.5,1
0064-YIJGF,1,0,1,1,27,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,75.75,1929.0,0
2386-OWURY,0,0,0,0,58,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,95.3,5816.0,0
1725-IQNIY,1,0,1,0,54,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,109.75,6110.0,1
0310-VQXAM,1,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.84,178.8,0
6598-RFFVI,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.3,28.3,1
3453-RTHJQ,1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,69.1,435.0,0
